time,signal_1,signal_2,signal_3,signal_4,signal_5
0.0,0.0,0.0,0.00044810687587514,0.0,0.0
0.5106382978723404,0.05479541388285716,0.022990520737051295,0.0,0.0,0.0
1.0212765957446808,0.026295074361012364,0.0,0.0519634372857322,0.00020887597812751374,0.0
1.5319148936170213,0.0,0.010467545671842347,0.0,0.0,0.02777491523757894
2.0425531914893615,0.010441451603693485,0.024006446062432758,0.0,0.0,0.0
2.553191489361702,0.0718222714511896,0.09201883022256102,0.05316353568201336,0.0,0.07175977982800748
3.0638297872340425,0.06456759788047314,0.18978211084066415,0.0745403216901504,0.06794486391241149,0.09547755556086523
3.574468085106383,0.09661906843611512,0.12053419123727513,0.13996640522115683,0.11316491266722749,0.10078524758223655
4.085106382978723,0.1852362178852023,0.13971409296477671,0.05125964336175729,0.13957666630749957,0.10741468323311143
4.595744680851063,0.2067706050648546,0.1867680107461621,0.0,0.3139396511854941,0.20339412785899702
5.106382978723404,0.20746858436160037,0.23944411383319675,0.16893284321122265,0.23410657045080557,0.28155060372301166
5.617021276595744,0.2426667185144541,0.2639430537493635,0.15873658448452233,0.16163563316919616,0.21583159874889304
6.127659574468085,0.29439252068993643,0.34804127571762594,0.22771913823637757,0.41910276223196585,0.33563802051705693
6.638297872340425,0.2846834085858598,0.5331732691748305,0.3629447004515195,0.244971667894044,0.3870499480808065
7.148936170212766,0.333323070488398,0.47152115875841727,0.22979232448224352,0.38726745047056155,0.3931739052922396
7.659574468085106,0.42514543387425185,0.5719899615976807,0.37324955617285366,0.42232243809394704,0.4426922710220602
8.170212765957446,0.41732470946429207,0.5301575790469066,0.4135305381736504,0.36013124023387655,0.4302450247586637
8.680851063829786,0.3734226448181246,0.6565658499760005,0.41149000265789404,0.5287486688185625,0.49647531211638174
9.191489361702127,0.45556003760763175,0.5814016423142958,0.4754518198947654,0.4950970599841223,0.5053605543344545
9.702127659574467,0.5493333667286919,0.6794566317575487,0.40267680003161666,0.5334846321381783,0.5911255427310342
10.212765957446807,0.5191288585844268,0.8882498694504023,0.40849593654141203,0.48078431524703713,0.6207644950192086
10.723404255319148,0.544708091735016,0.7457801314734833,0.5284224570227247,0.6184761362003223,0.6441720729731097
11.234042553191488,0.6102579366913581,0.8721436799000316,0.523667359719042,0.5048061061668905,0.7176785302177423
11.744680851063828,0.6970497702361405,0.8531258664491876,0.5761234157179117,0.4633143858423537,0.6996931613883745
12.25531914893617,0.5585067425813197,0.83453122395038,0.515807632140729,0.6669439074027835,0.6800798866531848
12.76595744680851,0.6940190980693243,0.8198128693414662,0.6092048634509687,0.5652806089502047,0.6910624998964884
13.27659574468085,0.5494651653109929,0.9490490304924459,0.5021611613389565,0.6012944096571955,0.6751076837441978
13.787234042553191,0.6424154334876088,0.8720605297925675,0.461540951564946,0.7204818336692458,0.7382388784030751
14.297872340425531,0.569096724633667,0.983474906043875,0.40797505440325466,0.6785726250683534,0.7428459970781986
14.808510638297872,0.7265826459636086,0.8563221173110531,0.46828437204870443,0.6526507321167544,0.857656333906035
15.319148936170212,0.7007892627211638,0.9092815446134322,0.586916939590881,0.6823934698971931,0.856027850370129
15.829787234042552,0.7234474478399786,0.9390792349822099,0.4527412768147623,0.577405004611923,0.8556301456932457
16.340425531914892,0.6057776811682535,0.9379507160793997,0.5158208480952025,0.6685621083845594,0.8941028406461099
16.851063829787233,0.7031098079505234,0.8451941379947628,0.6712660878760792,0.6918566285018751,0.6982441580775188
17.361702127659573,0.63351650584062,0.8824126627498576,0.5972428469572978,0.6721125869541936,0.8131867336382406
17.872340425531913,0.6394082031490618,0.9130095203656036,0.6551747784071824,0.6157757740002667,0.8197042538042492
18.382978723404253,0.6990784296417698,0.875624031557957,0.4892696936293782,0.40417985007947554,0.8036016152670161
18.893617021276594,0.7228225383485186,0.9692027022621234,0.4020215513412858,0.6632723880658296,0.9034193222554796
19.404255319148934,0.6837649494844432,0.9652627660389507,0.6413029187625218,0.6373813632475228,0.928723889838234
19.914893617021274,0.6348889485462846,0.8137275758093265,0.46587529623029894,0.608844570874472,0.8357190811139328
20.425531914893615,0.6239103885488645,0.8238037796966814,0.5568141430751704,0.6781311345578831,0.8165502012028605
20.936170212765955,0.7608614689136476,0.8560224501081837,0.5647654394531945,0.6477326666406277,0.710340779381999
21.446808510638295,0.7104585442037825,0.9406093059721413,0.4951170906127929,0.6443066825355992,0.7107214939904873
21.957446808510635,0.7185215367858857,1.0,0.6454626434908136,0.543279051315921,0.8201628732693751
22.468085106382976,0.8067770668919023,0.9116213695422611,0.6454719536264201,0.5449169599473774,0.7737765188358386
22.978723404255316,0.6271740776109607,0.9499701456210159,0.5857672399839081,0.6548552475819129,0.6986126710046232
23.489361702127656,0.8299915131522941,0.8714479834605847,0.5510488998776144,0.6373049949341337,0.7711101886758391
24.0,0.8657268198704066,0.8726746692949988,0.5644168929310975,0.6411616600583564,0.8002362629921201
